Q72419729	Lde	"Kipp-Erscheinungen : ein Fall von instabilem elastischem Gleichgewicht"
Q72419729	Len	"Kipp-Erscheinungen : ein Fall von instabilem elastischem Gleichgewicht"
Q72419729	Dde	"Dissertation von Ludwig Prandtl (1899)"
Q72419729	Den	"1899 doctoral thesis by Ludwig Prandtl"
Q72419729	P724	"IA41548318_0126"
Q72419729	P1476	de:"Kipp-Erscheinungen : ein Fall von instabilem elastischem Gleichgewicht"	S854	"https://archive.org/details/IA41548318_0126"
